TXNAME	GENEID
lcl|BK006947.3_mrna_5013	YNL223W
lcl|BK006947.3_mrna_5014	YNL222W
lcl|BK006947.3_ncrna_5015	snR19
lcl|BK006947.3_mrna_5016	YNL221C
lcl|BK006947.3_mrna_5017	YNL220W
lcl|BK006947.3_mrna_5018	YNL219C
lcl|BK006947.3_mrna_5019	YNL218W
lcl|BK006947.3_mrna_5020	YNL217W
lcl|BK006947.3_mrna_5021	YNL216W
lcl|BK006947.3_mrna_5022	YNL215W
lcl|BK006947.3_mrna_5023	YNL214W
lcl|BK006947.3_mrna_5024	YNL213C
lcl|BK006947.3_mrna_5025	YNL212W
lcl|BK006947.3_mrna_5026	YNL211C
lcl|BK006947.3_mrna_5027	YNL210W
lcl|BK006947.3_mrna_5028	YNL209W
lcl|BK006947.3_mrna_5029	YNL208W
lcl|BK006947.3_mrna_5030	YNL207W
lcl|BK006947.3_mrna_5031	YNL206C
lcl|BK006947.3_mrna_5032	YNL204C
lcl|BK006947.3_mrna_5033	YNL202W
lcl|BK006947.3_mrna_5034	YNL201C
lcl|BK006947.3_mrna_5035	YNL200C
lcl|BK006947.3_mrna_5036	YNL199C
lcl|BK006947.3_mrna_5037	YNL197C
lcl|BK006947.3_mrna_5038	YNL196C
lcl|BK006947.3_mrna_5039	YNL195C
lcl|BK006947.3_mrna_5040	YNL194C
lcl|BK006947.3_mrna_5041	YNL193W
lcl|BK006947.3_mrna_5042	YNL192W
lcl|BK006947.3_mrna_5043	YNL191W
lcl|BK006947.3_mrna_5044	YNL190W
lcl|BK006947.3_mrna_5045	YNL189W
lcl|BK006947.3_mrna_5046	YNL188W
lcl|BK006947.3_mrna_5047	YNL187W
lcl|BK006947.3_mrna_5048	YNL186W
lcl|BK006947.3_mrna_5049	YNL185C
lcl|BK006947.3_mrna_5050	YNL184C
lcl|BK006947.3_mrna_5051	YNL183C
lcl|BK006947.3_mrna_5052	YNL182C
lcl|BK006947.3_mrna_5053	YNL181W
lcl|BK006947.3_mrna_5054	YNL180C
lcl|BK006947.3_mrna_5055	YNL178W
lcl|BK006947.3_mrna_5056	YNL177C
lcl|BK006947.3_mrna_5057	YNL176C
lcl|BK006947.3_mrna_5058	YNL175C
lcl|BK006947.3_mrna_5059	YNL173C
lcl|BK006947.3_mrna_5060	YNL172W
lcl|BK006947.3_mrna_5061	YNL169C
lcl|BK006947.3_mrna_5062	YNL168C
lcl|BK006947.3_mrna_5063	YNL167C
lcl|BK006947.3_mrna_5064	YNL166C
lcl|BK006947.3_mrna_5065	YNL165W
lcl|BK006947.3_mrna_5066	YNL164C
lcl|BK006947.3_mrna_5067	YNL163C
lcl|BK006947.3_mrna_5068	YNL162W-A
lcl|BK006947.3_mrna_5069	YNL162W
lcl|BK006947.3_mrna_5070	YNL161W
lcl|BK006947.3_mrna_5071	YNL160W
lcl|BK006947.3_mrna_5072	YNL159C
lcl|BK006947.3_mrna_5073	YNL158W
lcl|BK006947.3_mrna_5074	YNL157W
lcl|BK006947.3_mrna_5075	YNL156C
lcl|BK006947.3_mrna_5076	YNL155W
lcl|BK006947.3_mrna_5077	YNL154C
lcl|BK006947.3_mrna_5078	YNL153C
lcl|BK006947.3_mrna_5079	YNL152W
lcl|BK006947.3_mrna_5080	YNL151C
lcl|BK006947.3_mrna_5081	YNL149C
lcl|BK006947.3_mrna_5082	YNL148C
lcl|BK006947.3_mrna_5083	YNL147W
lcl|BK006947.3_mrna_5084	YNL146C-A
lcl|BK006947.3_mrna_5085	YNL146W
lcl|BK006947.3_mrna_5086	YNL145W
lcl|BK006947.3_mrna_5087	YNL144C
lcl|BK006947.3_mrna_5088	YNL143C
lcl|BK006947.3_mrna_5089	YNL142W
lcl|BK006947.3_mrna_5090	YNL141W
lcl|BK006947.3_mrna_5091	YNL140C
lcl|BK006947.3_mrna_5092	YNL139C
lcl|BK006947.3_mrna_5093	YNL138W-A
lcl|BK006947.3_mrna_5094	YNL138W
lcl|BK006947.3_mrna_5095	YNL137C
lcl|BK006947.3_mrna_5096	YNL136W
lcl|BK006947.3_mrna_5097	YNL135C
lcl|BK006947.3_mrna_5098	YNL134C
lcl|BK006947.3_mrna_5099	YNL133C
lcl|BK006947.3_trna_5100	tF(GAA)N
lcl|BK006947.3_mrna_5101	YNL132W
lcl|BK006947.3_mrna_5102	YNL131W
lcl|BK006947.3_mrna_5103	YNL130C
lcl|BK006947.3_mrna_5104	YNL130C-A
lcl|BK006947.3_mrna_5105	YNL129W
lcl|BK006947.3_mrna_5106	YNL128W
lcl|BK006947.3_mrna_5107	YNL127W
lcl|BK006947.3_mrna_5108	YNL126W
lcl|BK006947.3_mrna_5109	YNL125C
lcl|BK006947.3_mrna_5110	YNL124W
lcl|BK006947.3_mrna_5111	YNL123W
lcl|BK006947.3_mrna_5112	YNL122C
lcl|BK006947.3_mrna_5113	YNL121C
lcl|BK006947.3_mrna_5114	YNL119W
lcl|BK006947.3_mrna_5115	YNL118C
lcl|BK006947.3_mrna_5116	YNL117W
lcl|BK006947.3_mrna_5117	YNL116W
lcl|BK006947.3_mrna_5118	YNL115C
lcl|BK006947.3_mrna_5119	YNL113W
lcl|BK006947.3_mrna_5120	YNL112W
lcl|BK006947.3_mrna_5121	YNL111C
lcl|BK006947.3_mrna_5122	YNL110C
lcl|BK006947.3_mrna_5123	YNL108C
lcl|BK006947.3_mrna_5124	YNL107W
lcl|BK006947.3_mrna_5125	YNL106C
lcl|BK006947.3_mrna_5126	YNL104C
lcl|BK006947.3_mrna_5127	YNL103W
lcl|BK006947.3_mrna_5128	YNL102W
lcl|BK006947.3_mrna_5129	YNL101W
lcl|BK006947.3_mrna_5130	YNL100W
lcl|BK006947.3_mrna_5131	YNL099C
lcl|BK006947.3_mrna_5132	YNL098C
lcl|BK006947.3_mrna_5133	YNL097C-B
lcl|BK006947.3_mrna_5134	YNL097C
lcl|BK006947.3_trna_5135	tL(CAA)N
lcl|BK006947.3_mrna_5136	YNL096C
lcl|BK006947.3_mrna_5137	YNL095C
lcl|BK006947.3_mrna_5138	YNL094W
lcl|BK006947.3_mrna_5139	YNL093W
lcl|BK006947.3_mrna_5140	YNL092W
lcl|BK006947.3_mrna_5141	YNL091W
lcl|BK006947.3_mrna_5142	YNL090W
lcl|BK006947.3_mrna_5143	YNL088W
lcl|BK006947.3_mrna_5144	YNL087W
lcl|BK006947.3_mrna_5145	YNL086W
lcl|BK006947.3_mrna_5146	YNL085W
lcl|BK006947.3_mrna_5147	YNL084C
lcl|BK006947.3_mrna_5148	YNL083W
lcl|BK006947.3_mrna_5149	YNL082W
lcl|BK006947.3_mrna_5150	YNL081C
lcl|BK006947.3_mrna_5151	YNL080C
lcl|BK006947.3_mrna_5152	YNL079C
lcl|BK006947.3_mrna_5153	YNL078W
lcl|BK006947.3_mrna_5154	YNL077W
lcl|BK006947.3_mrna_5155	YNL076W
lcl|BK006947.3_mrna_5156	YNL075W
lcl|BK006947.3_mrna_5157	YNL074C
lcl|BK006947.3_mrna_5158	YNL073W
lcl|BK006947.3_mrna_5159	YNL072W
lcl|BK006947.3_mrna_5160	YNL071W
lcl|BK006947.3_mrna_5161	YNL070W
lcl|BK006947.3_mrna_5162	YNL069C
lcl|BK006947.3_mrna_5163	YNL068C
lcl|BK006947.3_mrna_5164	YNL067W-B
lcl|BK006947.3_mrna_5165	YNL067W
lcl|BK006947.3_mrna_5166	YNL066W
lcl|BK006947.3_mrna_5167	YNL065W
lcl|BK006947.3_mrna_5168	YNL064C
lcl|BK006947.3_mrna_5169	YNL063W
lcl|BK006947.3_mrna_5170	YNL062C
lcl|BK006947.3_mrna_5171	YNL061W
lcl|BK006947.3_mrna_5172	YNL059C
lcl|BK006947.3_mrna_5173	YNL058C
lcl|BK006947.3_mrna_5174	YNL056W
lcl|BK006947.3_mrna_5175	YNL055C
lcl|BK006947.3_trna_5176	tD(GUC)N
lcl|BK006947.3_mrna_5177	YNL054W-B
lcl|BK006947.3_mrna_5178	YNL054W-A
lcl|BK006947.3_mrna_5179	YNL054W
lcl|BK006947.3_mrna_5180	YNL053W
lcl|BK006947.3_mrna_5181	YNL052W
lcl|BK006947.3_mrna_5182	YNL051W
lcl|BK006947.3_mrna_5183	YNL050C
lcl|BK006947.3_mrna_5184	YNL049C
lcl|BK006947.3_mrna_5185	YNL048W
lcl|BK006947.3_mrna_5186	YNL047C
lcl|BK006947.3_mrna_5187	YNL046W
lcl|BK006947.3_mrna_5188	YNL045W
lcl|BK006947.3_mrna_5189	YNL044W
lcl|BK006947.3_trna_5190	tP(UGG)N1
lcl|BK006947.3_mrna_5191	YNL042W-B
lcl|BK006947.3_mrna_5192	YNL042W
lcl|BK006947.3_mrna_5193	YNL041C
lcl|BK006947.3_mrna_5194	YNL040W
lcl|BK006947.3_mrna_5195	YNL039W
lcl|BK006947.3_mrna_5196	YNL038W
lcl|BK006947.3_mrna_5197	YNL037C
lcl|BK006947.3_mrna_5198	YNL036W
lcl|BK006947.3_trna_5199	tT(AGU)N2
lcl|BK006947.3_trna_5200	tP(UGG)N2
lcl|BK006947.3_mrna_5201	YNL035C
lcl|BK006947.3_trna_5202	tI(AAU)N1
lcl|BK006947.3_mrna_5203	YNL034W
lcl|BK006947.3_mrna_5204	YNL033W
lcl|BK006947.3_mrna_5205	YNL032W
lcl|BK006947.3_mrna_5206	YNL031C
lcl|BK006947.3_mrna_5207	YNL030W
lcl|BK006947.3_mrna_5208	YNL029C
lcl|BK006947.3_mrna_5209	YNL027W
lcl|BK006947.3_mrna_5210	YNL026W
lcl|BK006947.3_mrna_5211	YNL025C
lcl|BK006947.3_ncrna_5212	NME1
lcl|BK006947.3_ncrna_5213	snR66
lcl|BK006947.3_mrna_5214	YNL024C-A
lcl|BK006947.3_mrna_5215	YNL024C
lcl|BK006947.3_mrna_5216	YNL023C
lcl|BK006947.3_mrna_5217	YNL022C
lcl|BK006947.3_mrna_5218	YNL021W
lcl|BK006947.3_mrna_5219	YNL020C
lcl|BK006947.3_mrna_5220	YNL019C
lcl|BK006947.3_mrna_5221	YNL018C
lcl|BK006947.3_trna_5222	tI(AAU)N2
lcl|BK006947.3_mrna_5223	YNL016W
lcl|BK006947.3_mrna_5224	YNL015W
lcl|BK006947.3_mrna_5225	YNL014W
lcl|BK006947.3_mrna_5226	YNL012W
lcl|BK006947.3_mrna_5227	YNL011C
lcl|BK006947.3_mrna_5228	YNL010W
lcl|BK006947.3_mrna_5229	YNL009W
lcl|BK006947.3_mrna_5230	YNL008C
lcl|BK006947.3_mrna_5231	YNL007C
lcl|BK006947.3_mrna_5232	YNL006W
lcl|BK006947.3_mrna_5233	YNL005C
lcl|BK006947.3_mrna_5234	YNL004W
lcl|BK006947.3_mrna_5235	YNL003C
lcl|BK006947.3_mrna_5236	YNL002C
lcl|BK006947.3_mrna_5237	YNL001W
lcl|BK006947.3_mrna_5238	YNR001C
lcl|BK006947.3_trna_5239	tP(AGG)N
lcl|BK006947.3_trna_5240	tN(GUU)N2
lcl|BK006947.3_mrna_5241	YNR002C
lcl|BK006947.3_mrna_5242	YNR003C
lcl|BK006947.3_mrna_5243	YNR004W
lcl|BK006947.3_mrna_5244	YNR006W
lcl|BK006947.3_mrna_5245	YNR007C
lcl|BK006947.3_mrna_5246	YNR008W
lcl|BK006947.3_mrna_5247	YNR009W
lcl|BK006947.3_mrna_5248	YNR010W
lcl|BK006947.3_mrna_5249	YNR011C
lcl|BK006947.3_mrna_5250	YNR012W
lcl|BK006947.3_mrna_5251	YNR013C
lcl|BK006947.3_mrna_5252	YNR014W
lcl|BK006947.3_mrna_5253	YNR015W
lcl|BK006947.3_mrna_5254	YNR016C
lcl|BK006947.3_mrna_5255	YNR017W
lcl|BK006947.3_mrna_5256	YNR018W
lcl|BK006947.3_mrna_5257	YNR019W
lcl|BK006947.3_mrna_5258	YNR020C
lcl|BK006947.3_mrna_5259	YNR021W
lcl|BK006947.3_mrna_5260	YNR022C
lcl|BK006947.3_mrna_5261	YNR023W
lcl|BK006947.3_mrna_5262	YNR024W
lcl|BK006947.3_mrna_5263	YNR026C
lcl|BK006947.3_mrna_5264	YNR027W
lcl|BK006947.3_mrna_5265	YNR028W
lcl|BK006947.3_mrna_5266	YNR029C
lcl|BK006947.3_mrna_5267	YNR030W
lcl|BK006947.3_mrna_5268	YNR031C
lcl|BK006947.3_mrna_5269	YNR032W
lcl|BK006947.3_mrna_5270	YNR032C-A
lcl|BK006947.3_mrna_5271	YNR033W
lcl|BK006947.3_mrna_5272	YNR034W
lcl|BK006947.3_mrna_5273	YNR034W-A
lcl|BK006947.3_mrna_5274	YNR035C
lcl|BK006947.3_mrna_5275	YNR036C
lcl|BK006947.3_mrna_5276	YNR037C
lcl|BK006947.3_mrna_5277	YNR038W
lcl|BK006947.3_mrna_5278	YNR039C
lcl|BK006947.3_mrna_5279	YNR040W
lcl|BK006947.3_mrna_5280	YNR041C
lcl|BK006947.3_mrna_5281	YNR043W
lcl|BK006947.3_mrna_5282	YNR044W
lcl|BK006947.3_mrna_5283	YNR045W
lcl|BK006947.3_mrna_5284	YNR046W
lcl|BK006947.3_mrna_5285	YNR047W
lcl|BK006947.3_mrna_5286	YNR048W
lcl|BK006947.3_mrna_5287	YNR049C
lcl|BK006947.3_mrna_5288	YNR050C
lcl|BK006947.3_ncrna_5289	snR49
lcl|BK006947.3_mrna_5290	YNR051C
lcl|BK006947.3_mrna_5291	YNR052C
lcl|BK006947.3_mrna_5292	YNR053C
lcl|BK006947.3_ncrna_5293	snR191
lcl|BK006947.3_mrna_5294	YNR054C
lcl|BK006947.3_trna_5295	tL(UAA)N
lcl|BK006947.3_mrna_5296	YNR055C
lcl|BK006947.3_mrna_5297	YNR056C
lcl|BK006947.3_mrna_5298	YNR057C
lcl|BK006947.3_mrna_5299	YNR058W
lcl|BK006947.3_mrna_5300	YNR059W
lcl|BK006947.3_mrna_5301	YNR060W
lcl|BK006947.3_mrna_5302	YNR061C
lcl|BK006947.3_mrna_5303	YNR062C
lcl|BK006947.3_mrna_5304	YNR063W
lcl|BK006947.3_mrna_5305	YNR064C
lcl|BK006947.3_mrna_5306	YNR065C
lcl|BK006947.3_mrna_5307	YNR066C
lcl|BK006947.3_mrna_5308	YNR067C
lcl|BK006947.3_mrna_5309	YNR068C
lcl|BK006947.3_mrna_5310	YNR069C
lcl|BK006947.3_mrna_5311	YNR070W
lcl|BK006947.3_mrna_5312	YNR071C
lcl|BK006947.3_mrna_5313	YNR072W
lcl|BK006947.3_mrna_5314	YNR073C
lcl|BK006947.3_mrna_5315	YNR074C
lcl|BK006947.3_mrna_5316	YNR075W
lcl|BK006947.3_mrna_5317	YNR075C-A
lcl|BK006947.3_mrna_5318	YNR076W
lcl|BK006947.3_mrna_5319	YNR077C
lcl|BK006948.2_mrna_5320	YOL166W-A
lcl|BK006948.2_mrna_5321	YOL165C
lcl|BK006948.2_mrna_5322	YOL164W-A
lcl|BK006948.2_mrna_5323	YOL164W
lcl|BK006948.2_mrna_5324	YOL163W
lcl|BK006948.2_mrna_5325	YOL162W
lcl|BK006948.2_mrna_5326	YOL161C
lcl|BK006948.2_mrna_5327	YOL160W
lcl|BK006948.2_mrna_5328	YOL159C-A
lcl|BK006948.2_mrna_5329	YOL159C
lcl|BK006948.2_mrna_5330	YOL158C
lcl|BK006948.2_mrna_5331	YOL157C
lcl|BK006948.2_mrna_5332	YOL156W
lcl|BK006948.2_mrna_5333	YOL155W-A
lcl|BK006948.2_mrna_5334	YOL155C
lcl|BK006948.2_mrna_5335	YOL154W
lcl|BK006948.2_mrna_5336	YOL152W
lcl|BK006948.2_mrna_5337	YOL151W
lcl|BK006948.2_mrna_5338	YOL149W
lcl|BK006948.2_mrna_5339	YOL148C
lcl|BK006948.2_mrna_5340	YOL147C
lcl|BK006948.2_mrna_5341	YOL146W
lcl|BK006948.2_mrna_5342	YOL145C
lcl|BK006948.2_mrna_5343	YOL144W
lcl|BK006948.2_mrna_5344	YOL143C
lcl|BK006948.2_mrna_5345	YOL142W
lcl|BK006948.2_mrna_5346	YOL141W
lcl|BK006948.2_mrna_5347	YOL140W
lcl|BK006948.2_mrna_5348	YOL139C
lcl|BK006948.2_mrna_5349	YOL138C
lcl|BK006948.2_mrna_5350	YOL137W
lcl|BK006948.2_mrna_5351	YOL136C
lcl|BK006948.2_mrna_5352	YOL135C
lcl|BK006948.2_mrna_5353	YOL133W
lcl|BK006948.2_mrna_5354	YOL132W
lcl|BK006948.2_mrna_5355	YOL131W
lcl|BK006948.2_mrna_5356	YOL130W
lcl|BK006948.2_mrna_5357	YOL129W
lcl|BK006948.2_mrna_5358	YOL128C
lcl|BK006948.2_mrna_5359	YOL127W
lcl|BK006948.2_mrna_5360	YOL126C
lcl|BK006948.2_mrna_5361	YOL125W
lcl|BK006948.2_mrna_5362	YOL124C
lcl|BK006948.2_mrna_5363	YOL123W
lcl|BK006948.2_mrna_5364	YOL122C
lcl|BK006948.2_mrna_5365	YOL121C
lcl|BK006948.2_mrna_5366	YOL120C
lcl|BK006948.2_mrna_5367	YOL119C
lcl|BK006948.2_mrna_5368	YOL118C
lcl|BK006948.2_mrna_5369	YOL117W
lcl|BK006948.2_mrna_5370	YOL116W
lcl|BK006948.2_mrna_5371	YOL115W
lcl|BK006948.2_mrna_5372	YOL114C
lcl|BK006948.2_mrna_5373	YOL113W
lcl|BK006948.2_mrna_5374	YOL112W
lcl|BK006948.2_mrna_5375	YOL111C
lcl|BK006948.2_mrna_5376	YOL110W
lcl|BK006948.2_mrna_5377	YOL109W
lcl|BK006948.2_trna_5378	tG(UCC)O
lcl|BK006948.2_mrna_5379	YOL108C
lcl|BK006948.2_mrna_5380	YOL107W
lcl|BK006948.2_trna_5381	tT(AGU)O1
lcl|BK006948.2_mrna_5382	YOL105C
lcl|BK006948.2_mrna_5383	YOL104C
lcl|BK006948.2_mrna_5384	YOL103W-B
lcl|BK006948.2_mrna_5385	YOL103W-A
lcl|BK006948.2_mrna_5386	YOL103W
lcl|BK006948.2_mrna_5387	YOL102C
lcl|BK006948.2_mrna_5388	YOL101C
lcl|BK006948.2_mrna_5389	YOL100W
lcl|BK006948.2_mrna_5390	YOL098C
lcl|BK006948.2_ncrna_5391	snR58
lcl|BK006948.2_mrna_5392	YOL097W-A
lcl|BK006948.2_mrna_5393	YOL097C
lcl|BK006948.2_mrna_5394	YOL096C
lcl|BK006948.2_mrna_5395	YOL095C
lcl|BK006948.2_mrna_5396	YOL094C
lcl|BK006948.2_mrna_5397	YOL093W
lcl|BK006948.2_mrna_5398	YOL092W
lcl|BK006948.2_mrna_5399	YOL091W
lcl|BK006948.2_mrna_5400	YOL090W
lcl|BK006948.2_mrna_5401	YOL089C
lcl|BK006948.2_mrna_5402	YOL088C
lcl|BK006948.2_mrna_5403	YOL087C
lcl|BK006948.2_mrna_5404	YOL086W-A
lcl|BK006948.2_mrna_5405	YOL086C
lcl|BK006948.2_mrna_5406	YOL085C
lcl|BK006948.2_mrna_5407	YOL084W
lcl|BK006948.2_mrna_5408	YOL083W
lcl|BK006948.2_mrna_5409	YOL082W
lcl|BK006948.2_mrna_5410	YOL081W
lcl|BK006948.2_mrna_5411	YOL080C
lcl|BK006948.2_mrna_5412	YOL078W
lcl|BK006948.2_mrna_5413	YOL077W-A
lcl|BK006948.2_mrna_5414	YOL077C
lcl|BK006948.2_mrna_5415	YOL076W
lcl|BK006948.2_mrna_5416	YOL075C
lcl|BK006948.2_mrna_5417	YOL073C
lcl|BK006948.2_mrna_5418	YOL072W
lcl|BK006948.2_mrna_5419	YOL071W
lcl|BK006948.2_mrna_5420	YOL070C
lcl|BK006948.2_mrna_5421	YOL069W
lcl|BK006948.2_mrna_5422	YOL068C
lcl|BK006948.2_mrna_5423	YOL067C
lcl|BK006948.2_mrna_5424	YOL066C
lcl|BK006948.2_mrna_5425	YOL065C
lcl|BK006948.2_mrna_5426	YOL064C
lcl|BK006948.2_mrna_5427	YOL063C
lcl|BK006948.2_mrna_5428	YOL062C
lcl|BK006948.2_mrna_5429	YOL061W
lcl|BK006948.2_mrna_5430	YOL060C
lcl|BK006948.2_mrna_5431	YOL059W
lcl|BK006948.2_mrna_5432	YOL058W
lcl|BK006948.2_mrna_5433	YOL057W
lcl|BK006948.2_mrna_5434	YOL056W
lcl|BK006948.2_mrna_5435	YOL055C
lcl|BK006948.2_trna_5436	tG(GCC)O1
lcl|BK006948.2_trna_5437	tN(GUU)O1
lcl|BK006948.2_mrna_5438	YOL054W
lcl|BK006948.2_mrna_5439	YOL053W
lcl|BK006948.2_mrna_5440	YOL052C-A
lcl|BK006948.2_mrna_5441	YOL052C
lcl|BK006948.2_ncrna_5442	snR81
lcl|BK006948.2_mrna_5443	YOL051W
lcl|BK006948.2_mrna_5444	YOL049W
lcl|BK006948.2_mrna_5445	YOL048C
lcl|BK006948.2_mrna_5446	YOL047C
lcl|BK006948.2_mrna_5447	YOL045W
lcl|BK006948.2_mrna_5448	YOL044W
lcl|BK006948.2_mrna_5449	YOL043C
lcl|BK006948.2_mrna_5450	YOL042W
lcl|BK006948.2_mrna_5451	YOL041C
lcl|BK006948.2_mrna_5452	YOL040C
lcl|BK006948.2_mrna_5453	YOL039W
lcl|BK006948.2_mrna_5454	YOL038C-A
lcl|BK006948.2_mrna_5455	YOL038W
lcl|BK006948.2_mrna_5456	YOL036W
lcl|BK006948.2_ncrna_5457	snR50
lcl|BK006948.2_mrna_5458	YOL034W
lcl|BK006948.2_mrna_5459	YOL033W
lcl|BK006948.2_mrna_5460	YOL032W
lcl|BK006948.2_mrna_5461	YOL031C
lcl|BK006948.2_mrna_5462	YOL030W
lcl|BK006948.2_mrna_5463	YOL029C
lcl|BK006948.2_mrna_5464	YOL028C
lcl|BK006948.2_mrna_5465	YOL027C
lcl|BK006948.2_mrna_5466	YOL026C
lcl|BK006948.2_trna_5467	tS(GCU)O
lcl|BK006948.2_mrna_5468	YOL025W
lcl|BK006948.2_mrna_5469	YOL024W
lcl|BK006948.2_mrna_5470	YOL023W
lcl|BK006948.2_mrna_5471	YOL022C
lcl|BK006948.2_trna_5472	tG(GCC)O2
lcl|BK006948.2_mrna_5473	YOL021C
lcl|BK006948.2_mrna_5474	YOL020W
lcl|BK006948.2_trna_5475	tY(GUA)O
lcl|BK006948.2_mrna_5476	YOL019W-A
lcl|BK006948.2_mrna_5477	YOL019W
lcl|BK006948.2_mrna_5478	YOL018C
lcl|BK006948.2_mrna_5479	YOL017W
lcl|BK006948.2_mrna_5480	YOL016C
lcl|BK006948.2_mrna_5481	YOL015W
lcl|BK006948.2_mrna_5482	YOL014W
lcl|BK006948.2_mrna_5483	YOL013W-A
lcl|BK006948.2_trna_5484	tP(UGG)O1
lcl|BK006948.2_mrna_5485	YOL013C
lcl|BK006948.2_mrna_5486	YOL012C
lcl|BK006948.2_mrna_5487	YOL011W
lcl|BK006948.2_mrna_5488	YOL010W
lcl|BK006948.2_mrna_5489	YOL009C
lcl|BK006948.2_mrna_5490	YOL008W
lcl|BK006948.2_mrna_5491	YOL007C
lcl|BK006948.2_mrna_5492	YOL006C
lcl|BK006948.2_mrna_5493	YOL005C
lcl|BK006948.2_mrna_5494	YOL004W
lcl|BK006948.2_mrna_5495	YOL003C
lcl|BK006948.2_mrna_5496	YOL002C
lcl|BK006948.2_mrna_5497	YOL001W
lcl|BK006948.2_mrna_5498	YOR001W
lcl|BK006948.2_mrna_5499	YOR002W
lcl|BK006948.2_mrna_5500	YOR003W
lcl|BK006948.2_mrna_5501	YOR004W
lcl|BK006948.2_mrna_5502	YOR005C
lcl|BK006948.2_mrna_5503	YOR006C
lcl|BK006948.2_mrna_5504	YOR007C
lcl|BK006948.2_trna_5505	tR(ACG)O
lcl|BK006948.2_mrna_5506	YOR008C
lcl|BK006948.2_mrna_5507	YOR008C-A
lcl|BK006948.2_mrna_5508	YOR009W
lcl|BK006948.2_mrna_5509	YOR010C
lcl|BK006948.2_mrna_5510	YOR011W
lcl|BK006948.2_trna_5511	tT(AGU)O2
lcl|BK006948.2_mrna_5512	YOR011W-A
lcl|BK006948.2_mrna_5513	YOR012W
lcl|BK006948.2_mrna_5514	YOR014W
lcl|BK006948.2_mrna_5515	YOR015W
lcl|BK006948.2_mrna_5516	YOR016C
lcl|BK006948.2_mrna_5517	YOR017W
lcl|BK006948.2_mrna_5518	YOR018W
lcl|BK006948.2_mrna_5519	YOR019W
lcl|BK006948.2_mrna_5520	YOR020C
lcl|BK006948.2_mrna_5521	YOR020W-A
lcl|BK006948.2_mrna_5522	YOR021C
lcl|BK006948.2_mrna_5523	YOR022C
lcl|BK006948.2_mrna_5524	YOR023C
lcl|BK006948.2_mrna_5525	YOR025W
lcl|BK006948.2_mrna_5526	YOR026W
lcl|BK006948.2_mrna_5527	YOR027W
lcl|BK006948.2_mrna_5528	YOR028C
lcl|BK006948.2_mrna_5529	YOR029W
lcl|BK006948.2_mrna_5530	YOR030W
lcl|BK006948.2_mrna_5531	YOR032C
lcl|BK006948.2_mrna_5532	YOR032W-A
lcl|BK006948.2_mrna_5533	YOR033C
lcl|BK006948.2_mrna_5534	YOR034C
lcl|BK006948.2_mrna_5535	YOR034C-A
lcl|BK006948.2_mrna_5536	YOR035C
lcl|BK006948.2_mrna_5537	YOR036W
lcl|BK006948.2_mrna_5538	YOR037W
lcl|BK006948.2_mrna_5539	YOR038C
lcl|BK006948.2_mrna_5540	YOR039W
lcl|BK006948.2_mrna_5541	YOR040W
lcl|BK006948.2_ncrna_5542	snR9
lcl|BK006948.2_mrna_5543	YOR042W
lcl|BK006948.2_ncrna_5544	snR62
lcl|BK006948.2_mrna_5545	YOR043W
lcl|BK006948.2_mrna_5546	YOR044W
lcl|BK006948.2_mrna_5547	YOR045W
lcl|BK006948.2_mrna_5548	YOR046C
lcl|BK006948.2_mrna_5549	YOR047C
lcl|BK006948.2_mrna_5550	YOR048C
lcl|BK006948.2_mrna_5551	YOR049C
lcl|BK006948.2_mrna_5552	YOR051C
lcl|BK006948.2_mrna_5553	YOR052C
lcl|BK006948.2_mrna_5554	YOR054C
lcl|BK006948.2_mrna_5555	YOR056C
lcl|BK006948.2_mrna_5556	YOR057W
lcl|BK006948.2_mrna_5557	YOR058C
lcl|BK006948.2_trna_5558	tK(UUU)O
lcl|BK006948.2_mrna_5559	YOR059C
lcl|BK006948.2_mrna_5560	YOR060C
lcl|BK006948.2_mrna_5561	YOR061W
lcl|BK006948.2_mrna_5562	YOR062C
lcl|BK006948.2_mrna_5563	YOR063W
lcl|BK006948.2_mrna_5564	YOR064C
lcl|BK006948.2_mrna_5565	YOR065W
lcl|BK006948.2_mrna_5566	YOR066W
lcl|BK006948.2_mrna_5567	YOR067C
lcl|BK006948.2_mrna_5568	YOR069W
lcl|BK006948.2_mrna_5569	YOR068C
lcl|BK006948.2_mrna_5570	YOR070C
lcl|BK006948.2_mrna_5571	YOR071C
lcl|BK006948.2_mrna_5572	YOR072W
lcl|BK006948.2_trna_5573	tP(UGG)O2
lcl|BK006948.2_mrna_5574	YOR072W-B
lcl|BK006948.2_mrna_5575	YOR073W
lcl|BK006948.2_mrna_5576	YOR074C
lcl|BK006948.2_mrna_5577	YOR075W
lcl|BK006948.2_mrna_5578	YOR076C
lcl|BK006948.2_mrna_5579	YOR077W
lcl|BK006948.2_mrna_5580	YOR078W
lcl|BK006948.2_mrna_5581	YOR079C
lcl|BK006948.2_mrna_5582	YOR080W
lcl|BK006948.2_mrna_5583	YOR081C
lcl|BK006948.2_mrna_5584	YOR083W
lcl|BK006948.2_mrna_5585	YOR084W
lcl|BK006948.2_mrna_5586	YOR085W
lcl|BK006948.2_mrna_5587	YOR086C
lcl|BK006948.2_trna_5588	tN(GUU)O2
lcl|BK006948.2_mrna_5589	YOR087W
lcl|BK006948.2_mrna_5590	YOR089C
